ORDERID,ORDERDATE,SHIPDATE,SHIPMODE,CUSTOMERID,PRODUCTID,ORDERCOSTPRICE,ORDERSELLINGPRICE
1279,2019/09/08,2019/09/11,First Class,KC-16255,TEC-AC-10004209,16,33.0
1280,2019/09/08,2019/09/11,First Class,KC-16255,TEC-AC-10000023,59,84.0
1281,2021/09/05,2021/09/06,First Class,TR-21325,TEC-PH-10003505,139,278.0
1282,2022/04/09,2022/04/11,First Class,SA-20830,OFF-LA-10000121,11,15.0
1283,2022/04/09,2022/04/11,First Class,SA-20830,OFF-BI-10002026,12,17.0
1284,2022/04/09,2022/04/11,First Class,SA-20830,OFF-PA-10000994,151,252.0
1286,2021/06/26,2021/07/03,Standard Class,GM-14500,OFF-ST-10000617,13,15.0
1287,2020/07/04,2020/07/08,Standard Class,AD-10180,OFF-AR-10004817,8,15.0
1288,2021/11/22,2021/11/26,Standard Class,TB-21355,FUR-FU-10000397,24,40.0
1289,2021/11/22,2021/11/26,Standard Class,TB-21355,OFF-BI-10000605,10,12.0
1290,2021/11/22,2021/11/26,Standard Class,TB-21355,OFF-AR-10001860,19,21.0
1291,2021/11/10,2021/11/12,First Class,CC-12430,OFF-BI-10004970,7,13.0
1292,2021/11/10,2021/11/12,First Class,CC-12430,OFF-PA-10003172,29,32.0
1293,2020/08/27,2020/09/01,Standard Class,PF-19165,OFF-SU-10001218,26,33.0
1294,2020/08/27,2020/09/01,Standard Class,PF-19165,OFF-PA-10002968,57,114.0
1295,2020/08/27,2020/09/01,Standard Class,PF-19165,OFF-LA-10000134,2,3.0
1296,2020/05/25,2020/05/29,Standard Class,JH-16180,OFF-AP-10004487,592,846.0
1297,2022/12/30,2023/01/03,Standard Class,EB-13975,OFF-BI-10002103,7,14.0
1298,2022/12/30,2023/01/03,Standard Class,EB-13975,OFF-BI-10004632,12,21.0
1299,2021/12/08,2021/12/12,Second Class,QJ-19255,TEC-PH-10003555,92,115.0
1300,2020/10/04,2020/10/07,First Class,AA-10315,OFF-ST-10001590,19,27.0
1301,2021/12/23,2021/12/25,Second Class,LC-17140,FUR-FU-10003664,515,573.0
1302,2021/12/23,2021/12/25,Second Class,LC-17140,FUR-FU-10003664,200,286.0
1303,2020/09/19,2020/09/24,Second Class,TC-21535,FUR-BO-10003433,31,62.0
1304,2022/07/03,2022/07/07,Standard Class,CS-12460,FUR-FU-10002554,22,24.0
1305,2022/07/03,2022/07/07,Standard Class,CS-12460,TEC-PH-10001557,259,288.0
1306,2021/07/14,2021/07/16,Second Class,BM-11785,TEC-PH-10003437,378,420.0
1307,2021/06/20,2021/06/21,First Class,RC-19825,OFF-PA-10002986,28,47.0
1308,2021/06/20,2021/06/21,First Class,RC-19825,OFF-BI-10000320,12,18.0
1309,2021/06/20,2021/06/21,First Class,RC-19825,OFF-AP-10003971,13,22.0
1310,2021/06/20,2021/06/21,First Class,RC-19825,OFF-ST-10001469,113,162.0
1311,2021/06/20,2021/06/21,First Class,RC-19825,FUR-CH-10003846,97,162.0
1312,2021/12/09,2021/12/13,Standard Class,FM-14380,OFF-LA-10001404,2,4.0
1313,2021/12/09,2021/12/13,Standard Class,FM-14380,OFF-LA-10001474,73,122.0
1314,2021/09/24,2021/10/01,Standard Class,PK-19075,FUR-CH-10003199,78,155.0
1315,2021/12/18,2021/12/23,Standard Class,HG-14965,OFF-PA-10003072,27,39.0
1316,2021/12/18,2021/12/23,Standard Class,HG-14965,FUR-FU-10004960,147,184.0
1317,2021/12/18,2021/12/23,Standard Class,HG-14965,OFF-SU-10003505,463,579.0
1318,2022/12/10,2022/12/14,Standard Class,HA-14920,TEC-AC-10003116,9,14.0
1319,2019/07/01,2019/07/05,Standard Class,LW-16825,TEC-PH-10004586,461,576.0
1320,2019/07/01,2019/07/05,Standard Class,LW-16825,OFF-BI-10000546,3,5.0
1321,2022/02/03,2022/02/08,Standard Class,MC-17575,OFF-BI-10002071,3,5.0
1322,2022/02/03,2022/02/08,Standard Class,MC-17575,OFF-ST-10001490,228,286.0
1323,2022/03/03,2022/03/08,Standard Class,LP-17095,OFF-AP-10004859,51,73.0
1324,2022/10/09,2022/10/10,First Class,EB-14170,OFF-PA-10002659,9,11.0
1325,2019/09/28,2019/10/03,Standard Class,GZ-14545,OFF-ST-10001321,28,46.0
1326,2019/05/27,2019/05/30,First Class,LE-16810,OFF-BI-10004139,9,17.0
1327,2020/06/14,2020/06/18,Standard Class,AD-10180,FUR-FU-10001867,46,51.0
1328,2021/03/30,2021/04/01,First Class,CP-12085,OFF-PA-10004156,6,11.0
1329,2022/10/15,2022/10/18,Second Class,FG-14260,OFF-AR-10002818,53,88.0
1330,2021/05/23,2021/05/27,Standard Class,LD-17005,FUR-FU-10003691,33,37.0
1331,2022/06/02,2022/06/06,Standard Class,AB-10255,TEC-PH-10000347,2,3.0
1332,2022/06/02,2022/06/06,Standard Class,AB-10255,OFF-ST-10004507,25,27.0
1333,2019/02/16,2019/02/21,Standard Class,MN-17935,OFF-BI-10002012,1,1.0
1334,2019/02/16,2019/02/21,Standard Class,MN-17935,OFF-AP-10001303,6,8.0
1335,2019/05/06,2019/05/10,Standard Class,HP-14815,OFF-BI-10003684,99,141.0
1336,2021/05/16,2021/05/23,Standard Class,JR-15670,OFF-ST-10002574,276,553.0
1337,2022/04/02,2022/04/07,Standard Class,JF-15190,FUR-FU-10003724,20,25.0
1338,2022/03/31,2022/04/02,Second Class,CM-12115,FUR-FU-10004018,15,30.0
1339,2022/03/31,2022/04/02,Second Class,CM-12115,TEC-PH-10002549,542,678.0
1340,2022/03/31,2022/04/02,Second Class,CM-12115,OFF-PA-10004911,38,75.0
1341,2022/01/02,2022/01/04,First Class,AS-10045,TEC-MA-10002178,348,696.0
1342,2022/01/02,2022/01/04,First Class,AS-10045,OFF-BI-10003694,11,16.0
1343,2022/01/02,2022/01/04,First Class,AS-10045,OFF-BI-10000474,17,29.0
1344,2020/05/28,2020/06/01,Standard Class,KB-16315,OFF-AR-10000411,38,48.0
1345,2020/05/28,2020/06/01,Standard Class,KB-16315,OFF-LA-10000262,9,13.0
1346,2019/03/17,2019/03/24,Standard Class,BN-11515,OFF-AP-10001154,47,94.0
1347,2019/03/17,2019/03/24,Standard Class,BN-11515,OFF-PA-10000466,24,47.0
1348,2019/03/17,2019/03/24,Standard Class,BN-11515,OFF-AR-10003829,14,20.0
1349,2019/03/17,2019/03/24,Standard Class,BN-11515,OFF-BI-10001758,48,53.0
1350,2019/03/17,2019/03/24,Standard Class,BN-11515,OFF-BI-10000136,29,36.0
1351,2019/10/03,2019/10/08,Second Class,BP-11290,FUR-CH-10002880,181,258.0
1352,2021/03/28,2021/03/31,First Class,AS-10045,OFF-ST-10000649,25,31.0
1353,2022/05/04,2022/05/09,Standard Class,LW-16990,TEC-PH-10003092,147,184.0
1354,2022/05/04,2022/05/09,Standard Class,LW-16990,OFF-PA-10002250,14,18.0
1355,2022/05/04,2022/05/09,Standard Class,LW-16990,FUR-TA-10003473,181,301.0
1356,2019/07/05,2019/07/05,Same Day,DC-12850,OFF-ST-10001522,155,221.0
1357,2019/07/05,2019/07/05,Same Day,DC-12850,OFF-ST-10000563,169,281.0
1358,2021/05/05,2021/05/07,First Class,ND-18370,OFF-PA-10003641,47,79.0
1359,2022/04/26,2022/04/27,First Class,LB-16735,FUR-FU-10000010,1,2.0
1360,2019/09/26,2019/10/01,Second Class,KT-16465,FUR-CH-10002961,73,146.0
1361,2022/10/19,2022/10/25,Standard Class,HM-14860,OFF-AR-10002956,62,123.0
1362,2022/10/19,2022/10/25,Standard Class,HM-14860,OFF-PA-10004041,19,24.0
1363,2022/10/19,2022/10/25,Standard Class,HM-14860,TEC-PH-10001336,248,310.0
1364,2022/11/10,2022/11/11,First Class,AB-10600,OFF-BI-10001036,35,38.0
1365,2022/11/10,2022/11/11,First Class,AB-10600,TEC-MA-10003183,48,96.0
1366,2022/11/10,2022/11/11,First Class,AB-10600,TEC-AC-10001314,120,240.0
1367,2022/11/10,2022/11/11,First Class,AB-10600,TEC-PH-10002563,161,202.0
1368,2022/11/10,2022/11/11,First Class,AB-10600,FUR-CH-10003312,539,899.0
1369,2022/07/08,2022/07/11,First Class,SZ-20035,FUR-FU-10001588,117,146.0
1370,2020/12/24,2020/12/28,Standard Class,JR-15670,FUR-BO-10002613,295,590.0
1371,2020/12/24,2020/12/28,Standard Class,JR-15670,OFF-AR-10003405,11,14.0
1372,2022/03/07,2022/03/12,Standard Class,MG-17890,TEC-AC-10004510,34,49.0
1373,2019/04/01,2019/04/06,Second Class,KM-16720,OFF-LA-10002312,21,30.0
1374,2019/04/01,2019/04/06,Second Class,KM-16720,OFF-BI-10000042,10,17.0
1375,2020/09/14,2020/09/19,Standard Class,CA-12265,FUR-TA-10003008,639,913.0
1376,2019/08/04,2019/08/09,Second Class,VD-21670,OFF-AP-10003590,545,1090.0
1377,2019/08/04,2019/08/09,Second Class,VD-21670,OFF-PA-10000806,224,448.0
1378,2019/08/04,2019/08/09,Second Class,VD-21670,OFF-AR-10000896,10,16.0
1379,2019/08/04,2019/08/09,Second Class,VD-21670,TEC-PH-10002310,320,400.0
1380,2019/08/04,2019/08/09,Second Class,VD-21670,OFF-ST-10002289,79,159.0
1381,2019/08/04,2019/08/09,Second Class,VD-21670,OFF-BI-10002852,8,13.0
1382,2021/09/03,2021/09/09,Standard Class,JK-16120,FUR-FU-10003394,42,84.0
1383,2021/02/05,2021/02/05,Same Day,PP-18955,OFF-ST-10002344,49,81.0
1384,2021/02/05,2021/02/05,Same Day,PP-18955,OFF-PA-10001289,209,349.0
1385,2021/02/05,2021/02/05,Same Day,PP-18955,OFF-FA-10000053,7,9.0
1386,2021/02/05,2021/02/05,Same Day,PP-18955,FUR-FU-10004091,11,19.0
1387,2021/02/05,2021/02/05,Same Day,PP-18955,FUR-BO-10004015,192,240.0
1388,2021/02/05,2021/02/05,Same Day,PP-18955,OFF-EN-10003001,118,168.0
1389,2021/02/05,2021/02/05,Same Day,PP-18955,TEC-PH-10000215,94,105.0
1390,2021/02/05,2021/02/05,Same Day,PP-18955,TEC-PH-10003645,242,485.0
1391,2021/02/05,2021/02/05,Same Day,PP-18955,OFF-PA-10000357,111,123.0
1392,2021/02/05,2021/02/05,Same Day,PP-18955,OFF-ST-10004804,124,154.0
1393,2021/02/05,2021/02/05,Same Day,PP-18955,OFF-PA-10003892,240,342.0
1394,2022/07/03,2022/07/04,First Class,YS-21880,OFF-AR-10003514,5,10.0
1395,2022/10/09,2022/10/14,Standard Class,CK-12760,FUR-TA-10002958,457,652.0
1396,2022/10/09,2022/10/14,Standard Class,CK-12760,FUR-TA-10001676,47,67.0
1397,2021/11/24,2021/11/26,First Class,NC-18340,OFF-BI-10000822,9,17.0
1398,2021/11/24,2021/11/26,First Class,NC-18340,OFF-PA-10004971,9,12.0
1399,2021/11/24,2021/11/26,First Class,NC-18340,TEC-AC-10002323,71,88.0
1400,2021/11/24,2021/11/26,First Class,NC-18340,OFF-PA-10004888,4,6.0
1401,2021/11/01,2021/11/05,Standard Class,KM-16375,TEC-PH-10003988,13,22.0
1402,2021/11/01,2021/11/05,Standard Class,KM-16375,OFF-EN-10002230,151,252.0
1403,2021/04/19,2021/04/25,Standard Class,GM-14455,FUR-TA-10002622,164,205.0
1404,2021/04/19,2021/04/25,Standard Class,GM-14455,OFF-PA-10000418,252,419.0
1405,2019/04/06,2019/04/08,First Class,SD-20485,OFF-SU-10004498,7,10.0
1406,2019/04/06,2019/04/08,First Class,SD-20485,FUR-TA-10001039,139,155.0
1408,2021/09/02,2021/09/06,Standard Class,KD-16270,OFF-AR-10002240,53,75.0
1409,2021/09/02,2021/09/06,Standard Class,KD-16270,FUR-FU-10001967,32,40.0
1410,2021/09/25,2021/09/30,Standard Class,AB-10105,FUR-TA-10002356,315,393.0
1411,2022/11/04,2022/11/11,Standard Class,SZ-20035,OFF-LA-10003923,19,24.0
1412,2021/07/09,2021/07/13,Standard Class,JD-15895,FUR-CH-10002335,367,408.0
1413,2021/07/09,2021/07/13,Standard Class,JD-15895,FUR-FU-10000723,132,165.0
1414,2019/06/30,2019/07/05,Standard Class,HA-14905,OFF-BI-10002867,268,335.0
1415,2022/01/28,2022/01/31,Second Class,BT-11305,TEC-AC-10000580,120,240.0
1416,2022/01/28,2022/01/31,Second Class,BT-11305,FUR-FU-10003976,23,38.0
1417,2020/09/21,2020/09/24,First Class,SV-20815,TEC-PH-10002922,852,946.0
1418,2020/09/21,2020/09/24,First Class,SV-20815,FUR-FU-10001706,4,5.0
1418,2020/09/21,2020/09/24,First Class,SV-20815,TEC-AC-10004353,106,151.0
1420,2020/09/26,2020/09/30,Standard Class,RW-19540,OFF-PA-10000501,60,86.0
1421,2020/09/26,2020/09/30,Standard Class,RW-19540,OFF-BI-10000778,36,73.0
1422,2020/09/26,2020/09/30,Standard Class,RW-19540,OFF-AP-10004980,42,61.0
1423,2020/09/26,2020/09/30,Standard Class,RW-19540,OFF-BI-10003984,46,77.0
1424,2020/09/26,2020/09/30,Standard Class,RW-19540,OFF-ST-10000798,96,120.0
1425,2020/09/26,2020/09/30,Standard Class,RW-19540,TEC-PH-10001750,185,264.0
1426,2020/09/26,2020/09/30,Standard Class,RW-19540,OFF-ST-10002743,291,364.0
1427,2020/10/31,2020/11/04,Second Class,DK-12835,OFF-BI-10002949,5,10.0
1428,2020/10/31,2020/11/04,Second Class,DK-12835,OFF-EN-10002600,13,15.0
1429,2020/10/31,2020/11/04,Second Class,DK-12835,OFF-BI-10003708,27,30.0
1430,2020/10/31,2020/11/04,Second Class,DK-12835,OFF-LA-10003510,342,427.0
1431,2022/11/26,2022/11/30,Standard Class,LT-17110,TEC-PH-10003092,155,221.0
1432,2019/12/19,2019/12/21,Second Class,IM-15070,OFF-BI-10001191,137,153.0
1433,2019/12/19,2019/12/21,Second Class,IM-15070,OFF-SU-10004115,6,7.0
1434,2019/12/19,2019/12/21,Second Class,IM-15070,FUR-CH-10000513,1638,1820.0
1435,2021/12/26,2021/12/30,Standard Class,FP-14320,OFF-PA-10003673,27,34.0
1436,2022/06/20,2022/06/27,Standard Class,ST-20530,OFF-PA-10001639,16,31.0
1437,2022/06/20,2022/06/27,Standard Class,ST-20530,OFF-AR-10003829,5,5.0
1438,2020/10/15,2020/10/15,Same Day,JE-15745,TEC-AC-10004975,237,264.0
1439,2020/10/15,2020/10/15,Same Day,JE-15745,FUR-CH-10002024,2208,2453.0
1440,2022/04/12,2022/04/15,Second Class,BD-11320,OFF-BI-10004364,21,30.0
1441,2022/04/12,2022/04/15,Second Class,BD-11320,OFF-PA-10001712,32,40.0
1442,2022/12/19,2022/12/24,Second Class,MM-17920,OFF-BI-10001510,29,37.0
1443,2022/08/05,2022/08/08,First Class,PW-19030,OFF-PA-10002713,7,14.0
1444,2020/10/01,2020/10/06,Standard Class,SC-20440,OFF-ST-10002974,84,139.0
1445,2021/05/23,2021/05/28,Standard Class,KL-16645,TEC-PH-10004165,1584,1980.0
1446,2022/06/13,2022/06/16,First Class,SD-20485,OFF-ST-10004804,115,165.0
1447,2022/06/13,2022/06/16,First Class,SD-20485,FUR-CH-10004289,235,470.0
1448,2022/06/13,2022/06/16,First Class,SD-20485,TEC-PH-10002564,43,48.0
1449,2019/04/23,2019/04/24,First Class,TS-21160,OFF-BI-10004876,1,3.0
1450,2020/05/01,2020/05/07,Standard Class,JB-15400,TEC-PH-10004348,80,89.0
1451,2020/07/19,2020/07/20,First Class,TS-21085,OFF-BI-10004352,2,2.0
1452,2021/11/26,2021/11/29,First Class,MC-17425,OFF-PA-10001685,57,71.0
1453,2021/11/26,2021/11/29,First Class,MC-17425,OFF-BI-10000666,83,92.0
1454,2021/11/26,2021/11/29,First Class,MC-17425,OFF-BI-10004352,27,34.0
1455,2021/11/26,2021/11/29,First Class,MC-17425,TEC-MA-10000010,2128,3040.0
1456,2022/06/12,2022/06/19,Standard Class,ME-17320,OFF-BI-10000977,55,91.0
1457,2022/06/12,2022/06/19,Standard Class,ME-17320,FUR-TA-10002530,362,453.0
1458,2020/08/17,2020/08/21,Standard Class,SC-20440,OFF-BI-10002412,26,52.0
1459,2021/09/25,2021/10/01,Standard Class,NH-18610,OFF-LA-10001569,13,16.0
1460,2019/05/04,2019/05/04,Same Day,AA-10480,FUR-FU-10001473,22,27.0
1461,2020/12/01,2020/12/08,Standard Class,LC-17140,OFF-BI-10001765,39,55.0
1462,2021/03/11,2021/03/15,Standard Class,MB-18085,FUR-TA-10001095,195,244.0
1463,2021/08/26,2021/08/28,First Class,LC-16930,TEC-AC-10004571,144,160.0
1464,2021/08/26,2021/08/28,First Class,LC-16930,FUR-CH-10002126,820,1025.0
1465,2021/12/16,2021/12/19,First Class,KD-16495,OFF-FA-10001754,3,4.0
1466,2019/08/08,2019/08/14,Standard Class,MB-17305,FUR-FU-10001602,97,121.0
1467,2019/08/08,2019/08/14,Standard Class,MB-17305,TEC-AC-10001767,77,96.0
1468,2020/05/16,2020/05/16,Same Day,TH-21550,TEC-AC-10002402,154,256.0
1469,2022/12/09,2022/12/13,Standard Class,DK-12835,FUR-CH-10000847,524,873.0
1470,2022/12/09,2022/12/13,Standard Class,DK-12835,OFF-BI-10003982,37,42.0
1471,2022/12/09,2022/12/13,Standard Class,DK-12835,OFF-PA-10001293,12,13.0
1472,2020/09/24,2020/09/27,Second Class,ON-18715,OFF-AR-10000634,5,7.0
1473,2022/07/11,2022/07/15,Standard Class,KN-16390,OFF-LA-10004272,5,9.0
1474,2020/12/01,2020/12/02,Same Day,NM-18520,FUR-FU-10004270,4,7.0
1475,2021/11/19,2021/11/25,Standard Class,NP-18685,OFF-AR-10003770,9,17.0
1476,2021/11/19,2021/11/25,Standard Class,NP-18685,OFF-BI-10000320,11,18.0
1477,2022/03/19,2022/03/24,Standard Class,CG-12040,OFF-LA-10003121,26,29.0
1478,2021/11/13,2021/11/17,Standard Class,CS-12505,OFF-SU-10000381,31,52.0
1479,2022/11/19,2022/11/20,First Class,KD-16345,TEC-PH-10000376,19,32.0
1480,2021/12/02,2021/12/08,Standard Class,MK-18160,OFF-PA-10002262,21,26.0
1481,2021/12/02,2021/12/08,Standard Class,MK-18160,OFF-PA-10002464,32,40.0
1482,2021/12/02,2021/12/08,Standard Class,MK-18160,OFF-ST-10002214,30,34.0
1483,2022/08/25,2022/08/28,Second Class,DW-13540,OFF-AR-10003560,8,10.0
1484,2022/08/25,2022/08/28,Second Class,DW-13540,OFF-PA-10000130,2,3.0
1485,2021/10/14,2021/10/18,Standard Class,CP-12340,TEC-AC-10000865,124,177.0
1486,2019/11/27,2019/12/03,Standard Class,MS-17770,OFF-FA-10003021,2,4.0
1487,2020/11/03,2020/11/07,Standard Class,CM-12655,TEC-PH-10003580,606,1213.0
1488,2020/11/03,2020/11/07,Standard Class,CM-12655,TEC-AC-10001109,45,90.0
1489,2020/11/03,2020/11/07,Standard Class,CM-12655,FUR-FU-10003347,38,43.0
1490,2019/11/29,2019/12/06,Standard Class,Co-12640,OFF-LA-10000452,4,5.0
1491,2022/04/30,2022/05/05,Second Class,DL-13495,OFF-EN-10002986,31,63.0
1492,2022/11/24,2022/11/28,Standard Class,TS-21370,OFF-PA-10001838,3,6.0
1493,2022/11/24,2022/11/28,Standard Class,TS-21370,FUR-CH-10000785,586,977.0
1494,2022/10/30,2022/11/03,Standard Class,JW-15220,FUR-FU-10002885,7,10.0
1495,2019/12/17,2019/12/19,Second Class,RF-19840,OFF-AR-10002952,36,40.0
1496,2022/09/04,2022/09/08,Standard Class,JD-15790,OFF-AR-10003759,6,10.0
1497,2022/09/04,2022/09/08,Standard Class,JD-15790,OFF-ST-10004950,13,17.0
1498,2022/09/04,2022/09/08,Standard Class,JD-15790,OFF-AR-10001940,9,13.0
1499,2021/10/17,2021/10/20,First Class,NK-18490,OFF-BI-10003981,13,18.0
1500,2022/11/12,2022/11/18,Standard Class,NG-18430,OFF-PA-10002749,10,16.0
1501,2022/11/12,2022/11/18,Standard Class,NG-18430,OFF-PA-10003823,178,223.0
1502,2022/11/12,2022/11/18,Standard Class,NG-18430,OFF-ST-10003716,432,540.0
1503,2021/11/24,2021/12/01,Standard Class,AT-10435,TEC-PH-10001300,30,34.0
1504,2021/11/24,2021/12/01,Standard Class,AT-10435,FUR-FU-10000010,8,10.0
1505,2020/08/01,2020/08/07,Standard Class,PC-19000,OFF-AR-10001868,3,7.0
1506,2020/08/01,2020/08/07,Standard Class,PC-19000,FUR-TA-10003715,502,1005.0
1507,2022/12/24,2022/12/29,Standard Class,AR-10540,OFF-BI-10003708,14,18.0
1508,2021/09/17,2021/09/23,Standard Class,CS-12505,TEC-MA-10004458,317,396.0
1509,2022/12/10,2022/12/10,Same Day,LS-16975,OFF-BI-10004965,17,35.0
1510,2022/09/12,2022/09/15,First Class,JM-15535,FUR-FU-10004270,4,8.0
1511,2022/06/24,2022/07/01,Standard Class,NH-18610,OFF-AR-10002135,347,386.0
1512,2022/06/24,2022/07/01,Standard Class,NH-18610,OFF-AR-10003514,25,36.0
1513,2022/08/18,2022/08/22,Standard Class,RA-19915,OFF-ST-10002276,120,200.0
1514,2022/08/18,2022/08/22,Standard Class,RA-19915,OFF-BI-10001098,15,21.0
1515,2022/08/18,2022/08/22,Standard Class,RA-19915,OFF-BI-10001636,3,7.0
1516,2022/12/11,2022/12/17,Standard Class,AI-10855,FUR-CH-10002961,57,64.0
1517,2022/12/10,2022/12/14,Second Class,MC-17845,FUR-TA-10004256,1002,1670.0
1518,2019/02/03,2019/02/06,Second Class,TB-21400,OFF-BI-10004593,42,84.0
1519,2019/02/03,2019/02/06,Second Class,TB-21400,OFF-BI-10002827,7,13.0
1520,2022/02/11,2022/02/14,Second Class,VW-21775,OFF-BI-10001759,15,21.0
1521,2022/04/16,2022/04/21,Standard Class,PL-18925,OFF-AR-10001419,13,17.0
1522,2020/12/06,2020/12/11,Standard Class,GH-14425,FUR-FU-10002253,144,206.0
1523,2020/12/06,2020/12/11,Standard Class,GH-14425,OFF-PA-10002586,14,20.0
1524,2020/12/06,2020/12/11,Standard Class,GH-14425,OFF-PA-10003039,119,198.0
1525,2020/12/06,2020/12/11,Standard Class,GH-14425,OFF-ST-10004804,148,247.0
1526,2020/12/06,2020/12/11,Standard Class,GH-14425,OFF-AR-10004042,43,86.0
1527,2021/07/22,2021/07/27,Standard Class,CJ-12010,OFF-AR-10002221,2,4.0
1528,2021/07/22,2021/07/27,Standard Class,CJ-12010,FUR-FU-10002456,7,12.0
1529,2020/11/07,2020/11/10,Second Class,MC-18130,OFF-FA-10004968,21,26.0
1530,2020/11/07,2020/11/10,Second Class,MC-18130,OFF-PA-10001274,7,7.0
1531,2020/03/26,2020/03/31,Standard Class,BV-11245,OFF-PA-10001125,59,74.0
1532,2022/08/31,2022/09/05,Standard Class,JF-15490,OFF-ST-10000344,9,11.0
1533,2022/08/31,2022/09/05,Standard Class,JF-15490,OFF-FA-10000585,4,8.0
1534,2021/12/04,2021/12/08,Standard Class,EB-13840,OFF-ST-10003324,170,213.0
1535,2022/02/10,2022/02/14,Standard Class,MP-18175,FUR-BO-10004015,102,204.0
1536,2021/10/29,2021/11/02,Standard Class,JM-15655,OFF-ST-10000419,29,41.0
1537,2021/10/29,2021/11/02,Standard Class,JM-15655,OFF-AP-10001626,8,12.0
1538,2022/09/15,2022/09/17,Second Class,CL-11890,TEC-PH-10000439,24,40.0
1539,2022/09/15,2022/09/17,Second Class,CL-11890,OFF-AR-10003478,10,16.0
1540,2022/09/15,2022/09/17,Second Class,CL-11890,FUR-BO-10002545,626,783.0
1541,2022/09/15,2022/09/17,Second Class,CL-11890,OFF-BI-10001765,194,242.0
1542,2019/03/11,2019/03/16,Second Class,CK-12205,FUR-FU-10003981,4,8.0
1543,2019/03/11,2019/03/16,Second Class,CK-12205,OFF-FA-10001561,9,10.0
1544,2019/02/04,2019/02/08,Standard Class,DB-13270,OFF-BI-10004230,41,83.0
1545,2019/02/04,2019/02/08,Standard Class,DB-13270,OFF-PA-10000350,24,34.0
1546,2019/12/31,2020/01/04,Second Class,PC-18745,FUR-BO-10002613,1259,1573.0
1547,2020/11/23,2020/11/27,Standard Class,VB-21745,OFF-PA-10000994,302,336.0
1548,2020/11/23,2020/11/27,Standard Class,VB-21745,OFF-BI-10002867,17,24.0
1549,2020/11/23,2020/11/27,Standard Class,VB-21745,OFF-ST-10001291,22,27.0
1550,2019/07/06,2019/07/08,First Class,EP-13915,TEC-CO-10001046,504,560.0
1551,2022/11/13,2022/11/18,Second Class,ME-17320,OFF-AP-10004868,8,9.0
1552,2021/06/17,2021/06/22,Standard Class,IG-15085,OFF-PA-10000806,78,112.0
1553,2019/05/03,2019/05/05,First Class,JS-15940,OFF-LA-10002195,19,22.0
1554,2022/10/16,2022/10/21,Standard Class,BO-11425,OFF-BI-10003719,100,125.0
1555,2020/02/06,2020/02/13,Standard Class,VW-21775,OFF-AR-10001315,3,5.0
1556,2022/09/04,2022/09/08,Standard Class,AB-10150,TEC-AC-10000171,55,92.0
1557,2021/05/09,2021/05/15,Standard Class,JW-16075,OFF-EN-10003134,6,9.0
1558,2021/05/09,2021/05/15,Standard Class,JW-16075,OFF-AR-10001955,71,79.0
1559,2020/03/16,2020/03/18,Second Class,JE-15475,FUR-TA-10001039,155,172.0
1560,2021/04/09,2021/04/13,Standard Class,EB-13750,OFF-BI-10003712,32,35.0
1561,2019/04/04,2019/04/09,Standard Class,PK-18910,OFF-LA-10001641,13,19.0
1562,2022/09/05,2022/09/06,First Class,CS-12400,OFF-AR-10003732,1,3.0
1563,2022/06/30,2022/06/30,Same Day,SG-20470,FUR-TA-10000577,522,1045.0
1564,2020/11/09,2020/11/09,Same Day,CM-12190,OFF-PA-10004000,6,11.0
1565,2019/03/04,2019/03/04,Same Day,CL-12565,OFF-ST-10001370,177,355.0
1566,2020/03/19,2020/03/25,Standard Class,JO-15550,TEC-PH-10004539,408,454.0
1567,2020/11/29,2020/11/30,First Class,AW-10840,TEC-AC-10003038,13,21.0
1568,2020/11/29,2020/11/30,First Class,AW-10840,OFF-BI-10000088,5,9.0
1569,2022/06/11,2022/06/11,Same Day,DV-13465,OFF-PA-10000357,61,123.0
1570,2022/11/26,2022/11/30,Standard Class,AH-10075,OFF-AR-10003504,6,13.0
1571,2019/11/23,2019/11/25,First Class,SC-20095,FUR-CH-10000863,302,604.0
1572,2019/11/23,2019/11/25,First Class,SC-20095,OFF-EN-10003160,20,22.0
1573,2019/11/23,2019/11/25,First Class,SC-20095,TEC-AC-10003280,15,30.0
1574,2019/11/23,2019/11/25,First Class,SC-20095,FUR-CH-10000595,343,381.0
1575,2019/12/15,2019/12/18,First Class,MC-18100,TEC-PH-10000169,37,41.0
1576,2019/12/15,2019/12/18,First Class,MC-18100,FUR-CH-10004675,382,763.0
1577,2021/04/22,2021/04/27,Standard Class,TT-21460,OFF-ST-10002406,14,24.0
1578,2021/05/23,2021/05/27,Standard Class,AP-10720,OFF-PA-10001526,3,5.0
1579,2021/02/27,2021/03/01,First Class,DL-12865,OFF-AP-10004336,103,171.0
1580,2020/08/09,2020/08/12,First Class,NP-18325,TEC-PH-10003012,154,308.0
1581,2020/08/09,2020/08/12,First Class,NP-18325,FUR-TA-10002607,230,383.0
1582,2020/08/09,2020/08/12,First Class,NP-18325,OFF-ST-10000642,21,42.0
1583,2020/08/09,2020/08/12,First Class,NP-18325,OFF-BI-10000545,974,1218.0
